Subject,Predicate,Object
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://dbpedia.org/ontology/abstract,الجمهورية الأرمينية السوفيتية الاشتراكية (بالروسية: Армя́нская Сове́тская Социалисти́ческая Респу́блика) (بالأرمينية:Հայաստանի Սովետական Սոցիալիստական Հանրապետություն)، هي دولة كانت تابعة للاتحاد السوفيتي. أسست عام 1920، وأنهارت عام 1991.
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://dbpedia.org/ontology/abstract,"La Repubblica Socialista Sovietica di Armenia (in armeno Հայկական Սովետական Սոցիալիստական Հանրապետություն, Hajkakan Sovetakan Sočialistakan Hanrapetuthjun, in russo: Армянская Советская Социалистическая Республика, traslitterato: Armjanskaja Sovetskaja Socialističeskaja Respublika) fu una delle repubbliche socialiste che facevano parte dell'Unione delle Repubbliche Socialiste Sovietiche."
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://dbpedia.org/ontology/abstract,"Nieprawidłowe parametry: {| region:{{#property:P300}}}Armeńska Socjalistyczna Republika Radziecka, Armenia (ros. Армянская Советская Социалистическая Республика, orm. Հայկական Սովետական Սոցիալիստական Հանրապետություն) była jedną z 15 republik ZSRR w latach 1920-1991. W latach 1922-1936 wchodziła w skład ZSRR jako część Zakaukaskiej FSRR łącznie z Gruzińską SRR i Azerbejdżańską SRR. W 1991 r. odzyskała niepodległość jako Armenia."
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://dbpedia.org/ontology/abstract,アルメニア・ソビエト社会主義共和国（アルメニア・ソビエトしゃかいしゅぎきょうわこく、アルメニア語: Հայկական Սովետական Սոցիալիստական Հանրապետություն、ロシア語: Армянская Советская Социалистическая Республика）は、1920年にアルメニア第一共和国を倒して成立した社会主義国家。1922年にグルジア、アゼルバイジャンとともにザカフカース社会主義連邦ソビエト共和国を介してソビエト連邦構成共和国となり、1936年にその2国と分離してからも1991年のソ連崩壊まで存在した。アルメニア史においては、それまで農業国であったアルメニアが工業国への転換を果たした時代でもある。ソ連から独立を宣言したのは1991年のことだが、1995年の憲法改正まではソビエト国家の機構を保持したままであった。
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://dbpedia.org/ontology/abstract,"A República Socialista Soviética da Armênia (português brasileiro) ou Arménia (português europeu) era uma república soviética localizada ao sudoeste do Azerbaijão e a sudeste da Geórgia, e cujo território corresponde ao actual Estado da Arménia."
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://dbpedia.org/ontology/abstract,"De Armeense Socialistische Sovjetrepubliek (Armeens: Հայկական Սովետական Սոցիալիստական Հանրապետություն; Haykakan Sovetakan Sotsialistakan Hanrapetutyun, Russisch: Армянская Советская Социалистическая Республика; Armjanskaja Sovjetskaja Sotsialistitsjeskaja Respoeblika) was een socialistische sovjetrepubliek en de voorloper van het huidige Armenië. Op 29 november 1920 werd Armenië binnengevallen door het Rode Leger. De Armeense SSR zou eerst nog onderdeel zijn van de Trans-Kaukasische Federatie, maar zou op 5 december 1936 een eigen Sovjetrepubliek worden. De Armeense SSR zou overgaan in Armenië, nadat de Sovjet-Unie in 1991 ineenstortte en hiermee zijn onafhankelijkheid herstellen."
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://dbpedia.org/ontology/abstract,"Армя́нская Сове́тская Социалисти́ческая Респу́блика (арм. Հայկական Խորհրդային Սոցիալիստական Հանրապետություն, Haykakan Xorhrdayin Soċialistakan Hanrapetuṫyun) — одна из республик Советского Союза."
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://dbpedia.org/ontology/abstract,亚美尼亚苏维埃社会主义共和国（亞美尼亞語：Հայկական Սովետական Սոցիալիստական Հանրապետություն，俄语：Армянская Советская Социалистическая Республика）是苏联歷史上的第十一個加盟共和国，設立當時為第十個加盟共和國。亞美尼亞原本是隸屬外高加索聯邦管轄的自治共和國（ACCP），於1936年12月5日脫離外高加索聯邦改制升格為蘇聯直轄的加盟共和國。亞美尼亞共產黨政權成立于1920年11月29日，这天亚美尼亚共产党宣布控制了亚美尼亚政权。同年12月1日，首相西蒙·弗拉特西恩放弃了政权。之后亚美尼亚更名亚美尼亚苏维埃社会主义共和国。这一时期有时也被称作亚美尼亚第二共和，紧接在短命的亚美尼亚民主共和国（亚美尼亚第一共和国）之后。从1828年直到1917年十月革命，亚美尼亚是俄罗斯帝国的一部分并被埃里温省的边界所限制。在土库曼彻条约的第四章写道，埃里温汗国（今日大部分的中亚美尼亚），以往曾隶属波斯，1828年被并入俄国。十月革命以后。布尔什维克领导人弗拉基米尔·列宁的政府宣布原帝国内的少数民族可以独立自主。于是亚美尼亚、阿塞拜疆和格鲁吉亚宣布独立并分别成立共和国。在奥斯曼土耳其统治期间遭受的亚美尼亚种族屠杀以及后来的土耳其－亚美尼亚战争中，历史上的亚美尼亚地区已到了毁灭边缘。当1920年布尔什维克进入亚美尼亚民主共和国后，苏维埃共和国宣告成立。在苏维埃统治下，亚美尼亚从一个农业国向工业中心转变。1990年8月23日，它更名为亚美尼亚共和国，但它仍保留在苏联统治之下，直到1991年正式宣布独立。
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://dbpedia.org/ontology/dissolutionDate,1991-09-21
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://dbpedia.org/ontology/dissolutionYear,1991
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://dbpedia.org/ontology/foundingDate,1920-12-02
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://dbpedia.org/ontology/foundingYear,1920
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://dbpedia.org/ontology/governmentType,http://dbpedia.org/resource/Republics_of_the_Soviet_Union
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://xmlns.com/foaf/0.1/name,Armenian Soviet Socialist Republic
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://xmlns.com/foaf/0.1/name,Armenian SSR
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://xmlns.com/foaf/0.1/name,Հայկական Սովետական Սոցիալիստական Հանրապետություն
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://xmlns.com/foaf/0.1/name,Армя́нская Сове́тская Социалисти́ческая Респу́блика
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://xmlns.com/foaf/0.1/depiction,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_Democratic_Republic_of_Armenia.svg
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://xmlns.com/foaf/0.1/isPrimaryTopicOf,http://en.wikipedia.org/wiki/Armenian_Soviet_Socialist_Republic
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://dbpedia.org/ontology/thumbnail,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_Democratic_Republic_of_Armenia.svg?width=300
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Republics_of_the_Soviet_Union
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Armenian_Soviet_Socialist_Republic
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Communism_in_Armenia
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:States_and_territories_established_in_1920
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://dbpedia.org/ontology/wikiPageID,380353
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://dbpedia.org/ontology/wikiPageRevisionID,704227838
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://dbpedia.org/ontology/wikiPageExternalLink,http://www.laender-analysen.de/cad/pdf/CaucasusAnalyticalDigest22.pdf
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://dbpedia.org/ontology/wikiPageExternalLink,https://archive.org/details/ArmeniaBigStridesInAnAncientLand
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://dbpedia.org/property/commonName,Armenian SSR
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://dbpedia.org/property/conventionalLongName,Armenian Soviet Socialist Republic
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://dbpedia.org/property/governmentType,http://dbpedia.org/resource/Republics_of_the_Soviet_Union
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://dbpedia.org/property/nativeName,Հայկական Սովետական Սոցիալիստական Հանրապետություն
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://dbpedia.org/property/nativeName,Армя́нская Сове́тская Социалисти́ческая Респу́блика
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://dbpedia.org/property/yearEnd,1991
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://dbpedia.org/property/yearStart,1920
http://dbpedia.org/resource/Armenian_Soviet_Socialist_Republic,http://purl.org/voc/vrank#hasRank,_:b20
http://dbpedia.org/resource/Armi_(Syria),http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Thing
http://dbpedia.org/resource/Armi_(Syria),http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.wikidata.org/entity/Q486972
http://dbpedia.org/resource/Armi_(Syria),http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.wikidata.org/entity/Q6256
http://dbpedia.org/resource/Armi_(Syria),http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/ontology/Country
http://dbpedia.org/resource/Armi_(Syria),http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/ontology/PopulatedPlace
http://dbpedia.org/resource/Armi_(Syria),http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://schema.org/Country
http://dbpedia.org/resource/Armi_(Syria),http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://schema.org/Place
http://dbpedia.org/resource/Armi_(Syria),http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/ontology/Place
http://dbpedia.org/resource/Armi_(Syria),http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/ontology/Location
http://dbpedia.org/resource/Armi_(Syria),http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/AdministrativeDistrict108491826
http://dbpedia.org/resource/Armi_(Syria),http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Country108544813
http://dbpedia.org/resource/Armi_(Syria),http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/District108552138
http://dbpedia.org/resource/Armi_(Syria),http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Location100027167
http://dbpedia.org/resource/Armi_(Syria),http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Object100002684
http://dbpedia.org/resource/Armi_(Syria),http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/PhysicalEntity100001930
http://dbpedia.org/resource/Armi_(Syria),http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Region108630985
http://dbpedia.org/resource/Armi_(Syria),http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/YagoGeoEntity
http://dbpedia.org/resource/Armi_(Syria),http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/YagoLegalActorGeo
http://dbpedia.org/resource/Armi_(Syria),http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity
http://dbpedia.org/resource/Armi_(Syria),http://www.w3.org/2000/01/rdf-schema#label,Armi (Syria)
http://dbpedia.org/resource/Armi_(Syria),http://www.w3.org/2000/01/rdf-schema#comment,"Armi, was an important Bronze Age city-kingdom during the late third millennium BC located in northern Syria. It was identified by some historians with the city of Aleppo. Armi was a vassal kingdom for Ebla, it had its own kings and worked as a trade center and Trading intermediary for Ebla."
http://dbpedia.org/resource/Armi_(Syria),http://www.w3.org/2002/07/owl#sameAs,http://rdf.freebase.com/ns/m.0jl1xbm
http://dbpedia.org/resource/Armi_(Syria),http://www.w3.org/2002/07/owl#sameAs,http://www.wikidata.org/entity/Q4792868
http://dbpedia.org/resource/Armi_(Syria),http://www.w3.org/2002/07/owl#sameAs,http://wikidata.dbpedia.org/resource/Q4792868
http://dbpedia.org/resource/Armi_(Syria),http://www.w3.org/2002/07/owl#sameAs,http://yago-knowledge.org/resource/Armi_(Syria)
http://dbpedia.org/resource/Armi_(Syria),http://www.w3.org/ns/prov#wasDerivedFrom,http://en.wikipedia.org/wiki/Armi_(Syria)?oldid=701591300
http://dbpedia.org/resource/Armi_(Syria),http://dbpedia.org/ontology/abstract,"Armi, was an important Bronze Age city-kingdom during the late third millennium BC located in northern Syria. It was identified by some historians with the city of Aleppo. Armi was a vassal kingdom for Ebla, it had its own kings and worked as a trade center and Trading intermediary for Ebla."
http://dbpedia.org/resource/Armi_(Syria),http://dbpedia.org/ontology/capital,http://dbpedia.org/resource/Aleppo
http://dbpedia.org/resource/Armi_(Syria),http://dbpedia.org/ontology/dissolutionYear,-2290
http://dbpedia.org/resource/Armi_(Syria),http://dbpedia.org/ontology/governmentType,http://dbpedia.org/resource/Absolute_monarchy
http://dbpedia.org/resource/Armi_(Syria),http://xmlns.com/foaf/0.1/name,Armani
http://dbpedia.org/resource/Armi_(Syria),http://xmlns.com/foaf/0.1/name,Arman
http://dbpedia.org/resource/Armi_(Syria),http://xmlns.com/foaf/0.1/name,Armi
http://dbpedia.org/resource/Armi_(Syria),http://xmlns.com/foaf/0.1/depiction,http://commons.wikimedia.org/wiki/Special:FilePath/Empire_akkad.svg
http://dbpedia.org/resource/Armi_(Syria),http://xmlns.com/foaf/0.1/isPrimaryTopicOf,http://en.wikipedia.org/wiki/Armi_(Syria)
http://dbpedia.org/resource/Armi_(Syria),http://dbpedia.org/ontology/thumbnail,http://commons.wikimedia.org/wiki/Special:FilePath/Empire_akkad.svg?width=300
http://dbpedia.org/resource/Armi_(Syria),http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:History_of_Syria
http://dbpedia.org/resource/Armi_(Syria),http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Levant
http://dbpedia.org/resource/Armi_(Syria),http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Aleppo
http://dbpedia.org/resource/Armi_(Syria),http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:History_of_Aleppo
http://dbpedia.org/resource/Armi_(Syria),http://dbpedia.org/ontology/wikiPageID,35656823
http://dbpedia.org/resource/Armi_(Syria),http://dbpedia.org/ontology/wikiPageRevisionID,701591300
http://dbpedia.org/resource/Armi_(Syria),http://dbpedia.org/property/capital,http://dbpedia.org/resource/Aleppo
http://dbpedia.org/resource/Armi_(Syria),http://dbpedia.org/property/commonName,Armani
http://dbpedia.org/resource/Armi_(Syria),http://dbpedia.org/property/conventionalLongName,Armi
http://dbpedia.org/resource/Armi_(Syria),http://dbpedia.org/property/governmentType,http://dbpedia.org/resource/Absolute_monarchy
http://dbpedia.org/resource/Armi_(Syria),http://dbpedia.org/property/nativeName,Arman
http://dbpedia.org/resource/Armi_(Syria),http://dbpedia.org/property/yearEnd,c. 2290 BC
http://dbpedia.org/resource/Armi_(Syria),http://purl.org/voc/vrank#hasRank,_:b21
http://dbpedia.org/resource/Arminiya,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Thing
http://dbpedia.org/resource/Arminiya,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.wikidata.org/entity/Q486972
http://dbpedia.org/resource/Arminiya,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.wikidata.org/entity/Q6256
http://dbpedia.org/resource/Arminiya,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/ontology/Country
http://dbpedia.org/resource/Arminiya,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/ontology/PopulatedPlace
http://dbpedia.org/resource/Arminiya,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://schema.org/Country
http://dbpedia.org/resource/Arminiya,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://schema.org/Place
http://dbpedia.org/resource/Arminiya,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/ontology/Place
http://dbpedia.org/resource/Arminiya,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/ontology/Location
http://dbpedia.org/resource/Arminiya,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/AdministrativeDistrict108491826
http://dbpedia.org/resource/Arminiya,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Country108544813
http://dbpedia.org/resource/Arminiya,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/District108552138
http://dbpedia.org/resource/Arminiya,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Domain108556491
http://dbpedia.org/resource/Arminiya,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Emirate108557396
http://dbpedia.org/resource/Arminiya,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Location100027167
http://dbpedia.org/resource/Arminiya,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Object100002684
http://dbpedia.org/resource/Arminiya,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/PhysicalEntity100001930
http://dbpedia.org/resource/Arminiya,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Principality108558488
http://dbpedia.org/resource/Arminiya,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Region108630985
http://dbpedia.org/resource/Arminiya,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/YagoGeoEntity
http://dbpedia.org/resource/Arminiya,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/YagoLegalActorGeo
http://dbpedia.org/resource/Arminiya,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity
http://dbpedia.org/resource/Arminiya,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/WikicatFormerEmirates
http://dbpedia.org/resource/Arminiya,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/WikicatFormerPrincipalities
http://dbpedia.org/resource/Arminiya,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/WikicatStatesAndTerritoriesEstablishedIn628
http://dbpedia.org/resource/Arminiya,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/WikicatStatesAndTerritoriesEstablishedInThe7thCentury
http://dbpedia.org/resource/Arminiya,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/WikicatStatesInMedievalAnatolia
http://dbpedia.org/resource/Arminiya,http://www.w3.org/2000/01/rdf-schema#label,Arminiya
http://dbpedia.org/resource/Arminiya,http://www.w3.org/2000/01/rdf-schema#label,Arminiya
http://dbpedia.org/resource/Arminiya,http://www.w3.org/2000/01/rdf-schema#label,Emirado da Armênia
http://dbpedia.org/resource/Arminiya,http://www.w3.org/2000/01/rdf-schema#label,Армянский эмират
http://dbpedia.org/resource/Arminiya,http://www.w3.org/2000/01/rdf-schema#comment,"Arminiya, also known as the Ostikanate of Arminiya (Armenian: Արմինիա ոստիկանություն, Arminia vostikanut'yun), Emirate of Armenia (Arabic: إمارة أرمينيا‎, imārat Arminiya), was a political and geographic designation given by the Muslim Arabs to the lands of medieval Armenia, Caucasian Iberia, and Caucasian Albania following their conquest of these regions in the 7th century. Though the caliphs initially permitted an Armenian prince to represent the province of Arminiya in exchange for tribute and the Armenians' loyalty during times of war, Caliph Abd al-Malik ibn Marwan introduced direct Arab rule of the region, headed by an ostikan with his capital in Dvin."
http://dbpedia.org/resource/Arminiya,http://www.w3.org/2000/01/rdf-schema#comment,"Arminiya, también llamada Ostikanato de Arminiya (en idioma armenio: Արմինիա ոստիկանություն, Arminia vostikanut'yun) o Emirato de Armenia (en idioma árabe: إمارة أرمينيا‎, imārata Arminiya), fue un término político y geográfico usado por los árabes para designar a las tierras de la Armenia medieval y sus vecinas Iberia y Albania tras su conquista de estas regiones en el siglo VII. Aunque los califas inicialmente permitieron la persistencia de un príncipe armenio como señor de la provincia de Arminiya a cambio de tributo y apoyo militar, el califa Abd al-Malik ibn Marwan introdujo un gobierno directo de la región a través de un ostikan con capital en Dvin."
http://dbpedia.org/resource/Arminiya,http://www.w3.org/2000/01/rdf-schema#comment,"No ano de 637, a Armênia emergiu como um principado autônomo do Império Árabe sob o governo do califa Omar, reunindo terras armênias anteriormente dominadas pelo Império Bizantino. O principado era governado pelo príncipe da Armênia, reconhecido pelo califa e pelo Imperador Bizantino.Por algum tempo, o Emirado da Armênia incluía Jazira no nordeste da Mesopotâmia, Azerbaijão (clássica Média Atropatene), e os menos frequentes, Mazandaran (sudeste de Gilan), e também Fars (Pérsia central). O centro do vice-reinado era a grande cidade armênia de Dvin."
http://dbpedia.org/resource/Arminiya,http://www.w3.org/2000/01/rdf-schema#comment,"Армянский эмират (также Арминия или Арминийа; араб. إمارة ارمينيا‎, арм. Արմինիա ամիրայություն կամ Հայաստանի կուսակալություն) — одна из двух наместничеств (провинций) Арабского халифата в Закавказье, существовавшая с 701 по 884 годы.Официально провинция Арминия была учреждена в 701 году, при халифе Абдул-Малик ибн Мерване. Aрабы объединили области, завоёванныe в Закавказье, в одну провинцию с центром в Двинe, бывшей столице сначала Великой Армении, а затем Персидской Армении."
http://dbpedia.org/resource/Arminiya,http://www.w3.org/2002/07/owl#sameAs,http://rdf.freebase.com/ns/m.02rlr58
http://dbpedia.org/resource/Arminiya,http://www.w3.org/2002/07/owl#sameAs,http://www.wikidata.org/entity/Q2981019
http://dbpedia.org/resource/Arminiya,http://www.w3.org/2002/07/owl#sameAs,http://es.dbpedia.org/resource/Arminiya
http://dbpedia.org/resource/Arminiya,http://www.w3.org/2002/07/owl#sameAs,http://pt.dbpedia.org/resource/Emirado_da_Armênia
http://dbpedia.org/resource/Arminiya,http://www.w3.org/2002/07/owl#sameAs,http://wikidata.dbpedia.org/resource/Q2981019
http://dbpedia.org/resource/Arminiya,http://www.w3.org/2002/07/owl#sameAs,http://yago-knowledge.org/resource/Arminiya
http://dbpedia.org/resource/Arminiya,http://www.w3.org/ns/prov#wasDerivedFrom,http://en.wikipedia.org/wiki/Arminiya?oldid=703705928
http://dbpedia.org/resource/Arminiya,http://dbpedia.org/ontology/abstract,"Arminiya, también llamada Ostikanato de Arminiya (en idioma armenio: Արմինիա ոստիկանություն, Arminia vostikanut'yun) o Emirato de Armenia (en idioma árabe: إمارة أرمينيا, imārata Arminiya), fue un término político y geográfico usado por los árabes para designar a las tierras de la Armenia medieval y sus vecinas Iberia y Albania tras su conquista de estas regiones en el siglo VII. Aunque los califas inicialmente permitieron la persistencia de un príncipe armenio como señor de la provincia de Arminiya a cambio de tributo y apoyo militar, el califa Abd al-Malik ibn Marwan introdujo un gobierno directo de la región a través de un ostikan con capital en Dvin."
http://dbpedia.org/resource/Arminiya,http://dbpedia.org/ontology/abstract,"No ano de 637, a Armênia emergiu como um principado autônomo do Império Árabe sob o governo do califa Omar, reunindo terras armênias anteriormente dominadas pelo Império Bizantino. O principado era governado pelo príncipe da Armênia, reconhecido pelo califa e pelo Imperador Bizantino. O primeiro ataque árabe chegou à Armênia em 640. Duin (Dabil ou Duwin) capitulou e foi pilhada durante esta investida. A segunda invasão aconteceu entre 642 e 643, e 650 e 653. Os armênios foram submetidos aos invasores e assinaram um tratado em 654. De acordo com ele, a Armênia seria reconhecida como um estado autônomo mediante ao pagamento de um tributo anual e a contribuição de 15 mil homens para o exército árabe. A política árabe de demandar um imposto pago em dinheiro teve um efeito negativo na economia e sociedade armênia. As moedas se esgotaram em Duin. Os armênios foram forçados a produzir um excedente de comida e ""produtos manufaturados"" para vender. Deste modo, uma forte vida urbana se desenvolveu no Cáucaso e a economia foi ressuscitada. Os árabes, com propósitos administrativos, reuniram-se no sul dos Cáucasos num vice-reinado denominado de Al-Arminiya. Este vice-reinado foi governado por um ""osticano"" ocasionalmente referido como emir, oriundo do vice-reinado - emirado. Ele foi estabelecido no tempo do califa Abdal Malique da dinastia dos Omíadas (reinado 685 – 705). O Emirado da Armênia (al-Arminiya) foi então dividido em quatro regiões: Armênia I (Albânia Caucasiana), Armênia II (Reino da Ibéria), Armênia III (entorno do Rio Aras), Armênia IV (Taron). Este vice-reinado também continha dois grandes lagos: O lago de água salgada conhecido como Lago Van à sudoeste, e o Lago Gukchah de água doce à nordeste. O mais proeminente califa da dinastia dos abássidas foi Harune Arraxide, que ascendeu ao poder em 14 de setembro de 786. Enquanto ele era conhecido como um governador benevolente, o seu emir na Armênia não tinha o mesmo reconhecimento. Despistando as ordens vindas de Bagdá, os governadores árabes da Armênia, continuaram a saquear igrejas e oprimir o povo com crueldades e pesados impostos. Por algum tempo, o Emirado da Armênia incluía Jazira no nordeste da Mesopotâmia, Azerbaijão (clássica Média Atropatene), e os menos frequentes, Mazandaran (sudeste de Gilan), e também Fars (Pérsia central). O centro do vice-reinado era a grande cidade armênia de Dvin. O Emirado da Armênia teve fim em 884. Asócio I da Dinastia dos Bagratuni comandou a campanha vitoriosa que recuperou o controle de uma grande área da Armênia e se auto-declarou ""Rei dos armênios"". Ele recebeu o reconhecimento do califa Almutâmide da dinastia abássida em 885 e do imperador bizantino Basílio I da dinastia macedônica em 886. A Armênia então emergiu como uma região independente."
http://dbpedia.org/resource/Arminiya,http://dbpedia.org/ontology/abstract,"Arminiya, also known as the Ostikanate of Arminiya (Armenian: Արմինիա ոստիկանություն, Arminia vostikanut'yun), Emirate of Armenia (Arabic: إمارة أرمينيا, imārat Arminiya), was a political and geographic designation given by the Muslim Arabs to the lands of medieval Armenia, Caucasian Iberia, and Caucasian Albania following their conquest of these regions in the 7th century. Though the caliphs initially permitted an Armenian prince to represent the province of Arminiya in exchange for tribute and the Armenians' loyalty during times of war, Caliph Abd al-Malik ibn Marwan introduced direct Arab rule of the region, headed by an ostikan with his capital in Dvin."
